Date,LQQ3_Price,TQQQ_Price,TQQQ_SMA200,Signal,Cash,Shares,Portfolio_Value,Trade_Type,Trade_Amount,Daily_Return,Cumulative_Return,BuyHold_Value,BuyHold_Return
2012-12-13,299.7279968261719,1.0293606519699097,,0.0,10000.0,0.0,10000.0,HOLD,0.0,,0.0,10000.0,0.0
2012-12-14,290.92498779296875,1.0001778602600098,,0.0,10000.0,0.0,10000.0,HOLD,0.0,0.0,0.0,9706.300074520284,-2.936999254797157
2012-12-17,302.8739929199219,1.039153814315796,,1.0,0.0,33.01703095598552,10000.0,BUY,33.01703095598552,0.0,0.0,10104.961702846014,1.049617028460137
2012-12-18,316.9289855957031,1.0873239040374756,,1.0,0.0,33.01703095598552,10464.054128262418,HOLD,0.0,0.04640541282624189,4.640541282624189,10573.886622259948,5.73886622259947
2012-12-19,311.84698486328125,1.0717334747314453,,1.0,0.0,33.01703095598552,10296.261552761704,HOLD,0.0,-0.016035140247174673,2.9626155276170296,10404.332867314288,4.043328673142876
2012-12-20,312.71600341796875,1.0725332498550415,,1.0,0.0,33.01703095598552,10324.953965283148,HOLD,0.0,0.002786682561861431,3.249539652831479,10433.326440283432,4.333264402834325
2012-12-21,302.635986328125,1.039153814315796,,0.0,6594.813541134003,11.225790525035077,9992.141728990913,SELL,21.79124043095044,-0.03223377435011232,-0.0785827100908687,10097.020950086275,0.9702095008627509
2012-12-24,300.31500244140625,1.0303590297698975,,0.0,6594.813541134003,11.225790525035077,9966.086850066627,HOLD,0.0,-0.002607536965642754,-0.33913149933372244,10019.584610762098,0.19584610762097832
2012-12-27,291.81298828125,1.0003776550292969,,0.0,6594.813541134003,11.225790525035077,9870.645020063832,HOLD,0.0,-0.009576660472526144,-1.2935497993616818,9735.926952812746,-2.6407304718725433
2012-12-28,283.0530090332031,0.9713961482048035,,0.0,6594.813541134003,11.225790525035077,9772.307328021601,HOLD,0.0,-0.009962640925931576,-2.2769267197839893,9443.662655155986,-5.563373448440146
2012-12-31,300.77099609375,1.034757137298584,,0.0,6594.813541134003,11.225790525035077,9971.205739288584,HOLD,0.0,0.020353270173631532,-0.28794260711416664,10034.798192982387,0.34798192982388176
2013-01-02,329.7359924316406,1.1312971115112305,,1.0,0.0,31.22607466902706,10296.360720736151,BUY,20.000284143991983,0.03260939448540223,2.963607207361507,11001.174262105116,10.011742621051155
2013-01-03,324.593994140625,1.114906668663025,,1.0,0.0,31.22607466902706,10135.796298152889,HOLD,0.0,-0.01559428879175695,1.3579629815288818,10829.618773613405,8.296187736134053
2013-01-04,321.8030090332031,1.10391366481781,,1.0,0.0,31.22607466902706,10048.64478878839,HOLD,0.0,-0.008598388010262359,0.4864478878839007,10736.501509394657,7.365015093946559
2013-01-07,321.6400146484375,1.10511314868927,,1.0,0.0,31.22607466902706,10043.555113959066,HOLD,0.0,-0.0005065036068347961,0.43555113959066194,10731.06343265536,7.310634326553611
2013-01-08,319.6809997558594,1.0987166166305542,,1.0,0.0,31.22607466902706,9982.382768645686,HOLD,0.0,-0.0060907063902461145,-0.17617231354314367,10665.70367603195,6.657036760319501
2013-01-09,322.8089904785156,1.1099097728729248,,1.0,0.0,31.22607466902706,10080.057640515373,HOLD,0.0,0.009784725163663355,0.8005764051537412,10770.064655178996,7.700646551789969
2013-01-10,328.6570129394531,1.1294978857040405,,1.0,0.0,31.22607466902706,10262.668426546756,HOLD,0.0,0.0181160458147982,2.6266842654675493,10965.175639900557,9.651756399005574
2013-01-11,330.1000061035156,1.1336954832077026,,1.0,0.0,31.22607466902706,10307.727438834667,HOLD,0.0,0.0043905746941366175,3.0772743883466624,11013.319062581868,10.133190625818678
2013-01-14,325.5090026855469,1.1191036701202393,,1.0,0.0,31.22607466902706,10164.368423299416,HOLD,0.0,-0.013907916792128328,1.6436842329941692,10860.146737454319,8.601467374543192
2013-01-15,320.9460144042969,1.102514624595642,,1.0,0.0,31.22607466902706,10021.884210515209,HOLD,0.0,-0.014018009467031578,0.2188421051520839,10707.909097675332,7.079090976753322
2013-01-16,325.0840148925781,1.114906668663025,,1.0,0.0,31.22607466902706,10151.09772274275,HOLD,0.0,0.012893135613357698,1.5109772274275013,10845.967621807165,8.459676218071642
2013-01-17,329.49200439453125,1.1320960521697998,,1.0,0.0,31.22607466902706,10288.741932071025,HOLD,0.0,0.013559539380642027,2.8874193207102605,10993.033946896228,9.930339468962291
2013-01-18,328.06298828125,1.1256996393203735,,1.0,0.0,31.22607466902706,10244.119368214462,HOLD,0.0,-0.004337028195592119,2.4411936821446156,10945.356848713438,9.45356848713439
2013-01-22,329.0320129394531,1.130297303199768,,1.0,0.0,31.22607466902706,10274.378204547642,HOLD,0.0,0.0029537762344966634,2.7437820454764283,10977.686983651254,9.776869836512535
2013-01-23,334.7550048828125,1.1486862897872925,,1.0,0.0,31.22607466902706,10453.084778301221,HOLD,0.0,0.017393419844568436,4.530847783012204,11168.626502280154,11.686265022801546
2013-01-24,320.68499755859375,1.1029138565063477,,0.0,6609.06422814093,10.6168653874692,10013.733679001409,SELL,20.60920928155786,-0.042030760164868175,0.1373367900140865,10699.200640391826,6.992006403918261
2013-01-25,325.32598876953125,1.1193042993545532,,0.0,6609.06422814093,10.6168653874692,10063.00645795236,HOLD,0.0,0.004920520210585977,0.6300645795236148,10854.040737415831,8.54040737415831
2013-01-28,327.29400634765625,1.1272989511489868,,0.0,6609.06422814093,10.6168653874692,10083.900635659487,HOLD,0.0,0.0020763355160737795,0.8390063565948624,10919.700855888726,9.197008558887255
2013-01-29,327.7330017089844,1.1272989511489868,,0.0,6609.06422814093,10.6168653874692,10088.56139031643,HOLD,0.0,0.0004621975984631099,0.8856139031643062,10934.34731421016,9.3434731421016
2013-01-30,325.9739990234375,1.121103286743164,,0.0,6609.06422814093,10.6168653874692,10069.886295587783,HOLD,0.0,-0.0018511157345558749,0.6988629558778214,10875.66068152409,8.756606815240907
2013-01-31,323.38800048828125,1.1139079332351685,,0.0,6609.06422814093,10.6168653874692,10042.431097247836,HOLD,0.0,-0.002726465576078696,0.42431097247837,10789.382503891722,7.893825038917224
2013-02-01,334.885009765625,1.1504851579666138,,0.0,6609.06422814093,10.6168653874692,10164.49329710388,HOLD,0.0,0.01215464648689446,1.6449329710388039,11172.96393102185,11.72963931021851
2013-02-04,317.28399658203125,1.0919209718704224,,0.0,6609.06422814093,10.6168653874692,9977.625709450593,HOLD,0.0,-0.01838434855444593,-0.22374290549407316,10585.731060887216,5.857310608872157
2013-02-05,331.3110046386719,1.1398913860321045,,0.0,6609.06422814093,10.6168653874692,10126.548565776893,HOLD,0.0,0.014925680784481976,1.2654856577689388,11053.722313128348,10.53722313128349
2013-02-06,328.1969909667969,1.1292977333068848,,0.0,6609.06422814093,10.6168653874692,10093.487501807858,HOLD,0.0,-0.0032647909358540783,0.9348750180785848,10949.82765847982,9.498276584798205
2013-02-07,328.7820129394531,1.1320960521697998,,0.0,6609.06422814093,10.6168653874692,10099.69860134026,HOLD,0.0,0.0006153571331306562,0.9969860134026121,10969.346087817456,9.693460878174553
2013-02-08,339.1960144042969,1.1664743423461914,,1.0,0.0,30.10136387058937,10210.262653037413,BUY,19.48449848312017,0.010947262493801624,2.1026265303741187,11316.794493542577,13.16794493542577
2013-02-11,338.87200927734375,1.1660754680633545,,1.0,0.0,30.10136387058937,10200.50965681506,HOLD,0.0,-0.0009552150178478991,2.0050965681505994,11305.984521488446,13.059845214884458
2013-02-12,334.4700012207031,1.1524832248687744,,1.0,0.0,30.10136387058937,10068.003210540855,HOLD,0.0,-0.012990178994210955,0.6800321054085456,11159.117758848533,11.591177588485335
2013-02-13,338.52398681640625,1.1658748388290405,,1.0,0.0,30.10136387058937,10190.033706083243,HOLD,0.0,0.01212062541007386,1.9003370608324355,11294.37324511044,12.943732451104406
